Word,The Online Plain Text English Dictionary,Webster's English Dictionary,WordNet,Average
of,0.06704742479365423,0.04979408080993334,0.0632423789351275,0.060027961512905036
a,0.05830657797577336,0.04727145465541037,0.061293850541296345,0.055623961057493364
the,0.05676919451997352,0.056806244435596856,0.04652241326799014,0.053365950741186836
or,0.04520497682729041,0.03223494288470267,0.06555777057895174,0.04766589676364827
to,0.049644101582319224,0.039473164922234745,0.031366807874408174,0.04016135812632071
in,0.01938802876499916,0.01890417096632281,0.023960323393415844,0.020750841041579274
and,0.013441036688045508,0.017003713277841167,0.015847800204889663,0.015430850056925446
as,0.01992288146676865,0.01520656341301191,0.007617603898441177,0.014249016259407247
an,0.009655846968006037,0.007658417904522677,0.013158623362959272,0.010157629411829329
by,0.009069086582525329,0.00826462589219074,0.011715397181382729,0.009683036552032932
with,0.007898110305863482,0.00743090854007473,0.010680565938477726,0.008669861594805312
be,0.006023835804800646,0.005513909992188071,0.007942935459755794,0.006493560418914837
is,0.005798393609858796,0.00791291498694723,0.004980341667358862,0.006230550088054963
for,0.005724094376311369,0.005656973916515671,0.006700445773458482,0.006027171355428507
that,0.0037409155192269622,0.004334575735661977,0.009666500539911953,0.00591399726493363
from,0.005435039823880283,0.005008688304045372,0.005620621867818479,0.005354783331914712
which,0.006995323728376251,0.006735031683000523,0.0019312235235484675,0.005220526311641747
who,0.003916994524757167,0.0028087540031781666,0.006624304344214636,0.004450017624049989
have,0.003992820454884335,0.0036262206864050386,0.005305673228673478,0.0043082381233209505
it,0.004187219819371439,0.005348211207622028,0.0029487498961707783,0.0041613936410547486
on,0.003465092337153637,0.003555124010015055,0.00453041504000886,0.0038502104623925177
not,0.00267019231796815,0.0029419514499659316,0.004931888030567323,0.0035146772661671347
at,0.0020452645179939,0.002378401468131858,0.0022877038513719303,0.002237123279165896
are,0.002008623800080101,0.0029904132661174713,0.0012286457900711576,0.0020758942854229097
into,0.0017470497860843641,0.0016181023165328502,0.002533433009386162,0.001966195037334459
etc,0.0023684152940392166,0.0021091046693975527,0.0008167898773430794,0.0017647699469266161
other,0.0016946332035132341,0.0016047535528024859,0.000989838580170003,0.0014297417788285743
some,0.001120086390670459,0.0012745167457339091,0.0012044189716753882,0.0011996740360265855
under,0.0011658872880627085,0.0018081771044326021,0.0004949192900850015,0.0011563278941934374
so,0.0012055813991359915,0.0015885028839133467,0.0006472021485726943,0.001147095477207344
same,0.0014880202663881971,0.0012454976941461608,0.0004741534457457707,0.0010692238020933763
out,0.0010259401015863905,0.0010824106242230149,0.0008929313065869258,0.0010004273441321105
more,0.0007155117970389211,0.00108066948112775,0.0010590580613007725,0.0009517464464891479
but,0.0008055868952436786,0.0014085847640693068,0.0005399119528200016,0.0009180278707109956
their,0.0006274722942738192,0.0013084690360915749,0.0007891020848907717,0.0009083478050853885
when,0.0007521525149527207,0.0011517661575177335,0.0006783509150815406,0.0008607565291839982
up,0.0008727615447523113,0.0009683657514831637,0.0007198826037600022,0.0008536699666651591
between,0.0007450279309139263,0.0007095158113204481,0.0010313702688484647,0.0008286380036942797
all,0.0005597887459052725,0.0013543191376002173,0.00046723149763269376,0.0007937797937127279
than,0.0005109344553535397,0.0006892024752090242,0.0010106044245092338,0.0007369137850239326
through,0.0005552086561660476,0.0006082393212792063,0.0009759946839438491,0.0007131475537963676
over,0.0006915935506229686,0.0006543796133037261,0.0007371874740426946,0.0006943868793231298
he,0.00042187715486860993,0.0015603544038732308,0.0001003682476396157,0.0006941999354604855
no,0.0004422331092651653,0.0007867064885438588,0.000806406955173464,0.0006784488509941627
i,0.0002244243972220229,0.001719378806574092,5.8836558961154025e-05,0.0006675465875857563
they,0.0005317993086100089,0.0012373723597015913,0.00019381454716615445,0.0006543287384925848
2,0.0002279866892414201,0.0015737031676035951,5.191461084807708e-05,0.0006178681558976975
such,0.0005511374652867365,0.0007443386732257462,0.0005537558490461555,0.000616410662519546
about,0.0004966852872759509,0.0005348211207622027,0.0006472021485726943,0.0005595695188702828
if,0.0002631007105754781,0.0005237938811588584,0.0008029459811169256,0.0005299468576170874
n,0.00037047837001730763,0.0011218765343823528,6.9219481130769446e-06,0.0004997589508375791
can,0.00021628201546340076,0.00047591244603907356,0.0008029459811169256,0.0004983801475397999
off,0.0005307815108901812,0.000512766641555514,0.00044300467923692445,0.0004955176105608732
after,0.00046666025454103173,0.0005072530217538418,0.0005053022122546169,0.0004930718295164968
do,0.00031348169770695265,0.0004979669252457624,0.0005295290306503862,0.00044699255120103377
will,0.00028345666497203346,0.0006767242830262925,0.0003184096132015394,0.00042619685373328843
been,0.0003089016079677277,0.0005145077846507789,0.00045338760140653983,0.00042559899800834883
where,0.0003679338757177382,0.0004680773021103815,0.0003980120165019243,0.0004113410647766813
each,0.0004330729297867154,0.0005426562646908948,0.00023880720990115457,0.00040484546812625497
them,0.00032162407946557475,0.000665697043422948,0.0001868925990530775,0.0003914045739805334
against,0.00037047837001730763,0.0004036550075855801,0.00037724617216269347,0.00038379318325519374
down,0.00033485544982333576,0.0004190351049270867,0.000373785198106155,0.00037589191761885915
1,0.00013027810813795435,0.0009503739394987597,4.499266273500014e-05,0.0003752149034572381
what,0.0002921079455905695,0.0005388837879844875,0.0002734169504665393,0.0003681362280138654
your,1.832035895689983e-05,0.00036273814484685487,0.0006575850707423097,0.0003462145248486882
those,0.00034910461790092453,0.0005290173104446532,0.00013151701414846194,0.00033654631416467985
you,4.6309796252163454e-05,0.0005185704518730637,0.00043954370518038596,0.0003348079844352044
p,0.0003267130680647136,0.0003549030009181628,0.00025265110612730844,0.0003114223917033949
were,0.00023511127328021446,0.0006181057988190406,7.268045518730792e-05,0.000308632509095521
most,0.0002661541037349614,0.0004648852064357292,0.00019381454716615445,0.00030828461911228166
own,0.0002117019257241758,0.0003029588985760932,0.0003357144834842318,0.00028345843592816693
now,0.00029058124901082784,0.0005208919760000836,3.114876650884625e-05,0.00028087399717325256
3,0.0001256980183987294,0.0006761439019945375,3.460974056538472e-05,0.0002788172203195505
him,0.00013078700699786823,0.0006282624668747526,4.153168867846167e-05,0.0002668603875170275
her,0.00012366242295907385,0.0005780595076279479,7.614142924384639e-05,0.0002592877866102894
e,0.00011602894006036558,0.000261461654805613,0.00039109006838884734,0.0002561935544182753
again,0.0002717519911940141,0.00023186222218610962,0.0002630340282969239,0.00025554941389234926
both,0.00023104008240090339,0.0003270447113939243,0.00020419746933576986,0.0002540940877101992
t,0.00012162682751941831,0.0006146235126285108,3.4609740565384723e-06,0.0002465704380681559
there,0.0001541963545539069,0.0004947748295711101,8.652435141346181e-05,0.0002451651785128263
w,1.1704673778019335e-05,0.0006790458071533123,3.4609740565384723e-06,0.00023140381832929003
b,0.00015012516367459583,0.000468367492626259,6.9219481130769446e-06,0.00020847153480464393
s,7.480813240734097e-05,0.0005295976914764081,2.0765844339230835e-05,0.00020839055607432662
too,0.00017913239868968723,0.000225478030836805,0.0002111194174488468,0.000205243282325113
our,6.361235748923552e-05,0.0005400445500479975,6.9219481130769446e-06,0.00020352628521677
g,4.6309796252163454e-05,0.00019210612151089433,0.00036686324999307804,0.0002017597225853786
had,0.00011043105260131286,0.00045792063405466956,3.114876650884625e-05,0.00019983348438827622
below,0.00019643495992675928,0.0002071960283365235,0.00019381454716615445,0.0001991485118098124
while,0.000118573434359935,0.00021154888607468575,0.00021458039150538526,0.0001815675706466687
c,0.00014249168077588756,0.00039407872056162314,6.9219481130769446e-06,0.00018116411648352922
4,0.00010076197426294906,0.0004106195799666397,1.730487028269236e-05,0.00017622880817076038
these,0.0001089043560215712,0.00040626672222847745,3.4609740565384723e-06,0.00017287735076886238
itself,0.00020050615080607036,0.0002141606007175831,0.0001003682476396157,0.00017167833305442308
u,2.4936044135780323e-05,0.0004141018661571695,1.3843896226153889e-05,0.00015096060217303456
v,0.0001959260610668454,0.00022896031702733478,1.730487028269236e-05,0.00014739708279229086
h,4.325640309268015e-05,0.0003511305242117555,3.4609740565384723e-06,0.0001326159671203247
she,5.546997573061337e-05,0.00029077089690923886,3.114876650884625e-05,0.0001257965463828995
whom,0.0001089043560215712,0.00015786364063735122,9.344629952653874e-05,0.00012007143206182039
then,6.259455976940775e-05,0.0002324426032178646,4.845363679153861e-05,0.00011449693325960365
5,5.394327915087172e-05,0.00026610470305965273,1.730487028269236e-05,0.00011245095083107228
should,4.5291998532335685e-05,0.00020226278956660628,7.614142924384639e-05,0.00010789873911426278
just,8.498610960561865e-05,0.00011288411067634123,0.00010382922169615416,0.00010056648065937135
how,2.0355954396555365e-05,0.0001802083103599175,8.652435141346181e-05,9.569620538997822e-05
himself,7.480813240734097e-05,0.000171502594883593,2.4226818395769306e-05,9.017918189556776e-05
6,4.274750423276627e-05,0.00020023145595546388,1.0382922169615417e-05,8.445396078594852e-05
nor,3.714961677371354e-05,0.00017614564313763272,3.8070714621923194e-05,8.378865817775648e-05
d,5.597887459052726e-05,0.00015699306908971877,3.4609740565384723e-06,7.21443059122615e-05
did,1.6284763517244294e-05,0.00018427097758220228,1.3843896226153889e-05,7.146654577520015e-05
f,4.0203009933196844e-05,0.00015031868722453664,6.9219481130769446e-06,6.581454842360348e-05
few,4.7327593971991223e-05,9.111982198552994e-05,5.8836558961154025e-05,6.576132497289173e-05
7,2.798943729526363e-05,0.00012710344595433793,1.730487028269236e-05,5.746591784409798e-05
yourself,1.5266965797416524e-06,1.3638954246241743e-05,0.00015574383254423124,5.6969827790071545e-05
until,4.1220807653024614e-05,6.006943678663916e-05,5.8836558961154025e-05,5.337560113360593e-05
8,3.4096223614230235e-05,0.00011375468222397368,6.9219481130769446e-06,5.1590951317093615e-05
am,1.5266965797416524e-05,0.0001317464942083777,6.9219481130769446e-06,5.1311802706290384e-05
x,2.188265097629702e-05,6.732419968357625e-05,6.22975330176925e-05,5.0501461225855255e-05
here,1.5266965797416524e-05,0.00011288411067634123,1.3843896226153889e-05,4.733165756663722e-05
9,1.984705553664148e-05,9.053944095377497e-05,1.730487028269236e-05,4.25637889243696e-05
further,4.1220807653024614e-05,5.484600750084445e-05,2.7687792452307778e-05,4.125153586872561e-05
re,1.5266965797416524e-05,6.413210400892394e-05,1.0382922169615417e-05,2.9927330658651962e-05
won,9.160179478449915e-06,1.5380097341506646e-05,2.0765844339230835e-05,1.5102040386395798e-05
herself,8.142381758622147e-06,2.5246574881341097e-05,1.0382922169615417e-05,1.4590626269859554e-05
0,1.475806693750264e-05,1.5380097341506646e-05,6.9219481130769446e-06,1.2353370797362077e-05
q,2.5444942995694206e-06,1.6250668889139097e-05,3.4609740565384723e-06,7.4187124150823295e-06
